gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,Churn,avg_charge_per_month,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1,1,0,47,1,1,1,1,1,1,0,0,0,1,67.45,0,67.75,0,0,1,0,0
0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,35.1,1,22.916666666666668,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,46.2,1,23.1,0,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,45.15,1,22.575,0,0,0,1,0
1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,43.3,1,21.65,0,0,0,1,0
1,0,1,1,46,1,0,0,0,0,0,0,0,0,1,20.1,0,19.932978723404254,0,1,0,0,1
0,1,0,0,38,1,0,1,1,1,0,0,0,0,1,57.15,1,57.70897435897436,0,0,1,0,0
0,0,1,0,65,1,0,1,1,0,1,1,0,0,0,58.9,0,58.44090909090909,0,1,1,0,0
0,0,1,0,19,1,0,1,1,0,0,0,0,0,1,73.2,1,72.05499999999999,0,0,0,1,0
1,0,0,0,52,1,0,1,0,1,0,0,0,1,1,85.35,1,81.86037735849057,0,0,0,1,0
1,0,1,1,71,1,0,0,0,0,0,0,0,0,0,19.45,0,19.14513888888889,0,1,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,45.95,1,22.975,0,0,0,0,1
0,1,0,0,52,0,0,1,0,1,1,1,1,0,1,50.5,0,48.420754716981136,0,0,0,1,0
1,0,1,0,6,1,1,0,0,0,0,0,0,0,0,25.1,0,24.428571428571427,1,0,0,0,1
0,1,1,0,26,1,0,1,0,0,1,0,0,1,0,60.7,0,59.162962962962965,1,0,0,0,1
1,1,0,0,48,1,1,1,0,1,0,0,1,1,1,99.0,0,96.82346938775511,1,0,0,1,0
0,0,1,1,64,1,1,1,1,0,0,1,1,1,1,104.4,0,103.40923076923077,1,0,0,0,0
0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,83.75,1,61.8125,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,44.05,0,22.025,0,0,0,0,0
1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,24.1,0,23.76232876712329,0,1,1,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,45.55,0,22.775,0,0,0,0,1
0,0,1,1,51,1,1,1,1,1,0,0,0,1,1,93.8,0,87.29519230769232,0,0,0,1,0
0,0,1,1,41,1,0,0,0,0,0,0,0,0,0,19.7,0,19.148809523809526,0,1,0,0,0
0,0,1,1,72,1,0,1,1,1,1,0,1,0,1,70.65,0,68.6458904109589,0,1,1,0,0
0,0,1,0,43,1,1,1,1,1,0,1,1,1,0,86.45,0,81.23863636363636,0,1,1,0,0
1,0,1,0,72,1,1,1,1,1,1,1,1,1,1,114.1,0,110.77260273972603,0,1,1,0,0
1,0,1,0,47,1,1,1,0,0,0,0,1,1,1,95.2,0,95.0625,1,0,1,0,0
1,0,0,0,72,1,1,1,1,1,1,1,1,1,0,88.55,0,87.1554794520548,0,1,1,0,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,20.75,0,16.775,0,0,1,0,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,70.05,1,35.025,0,0,0,1,0
1,0,0,0,2,1,1,1,0,0,0,0,0,1,1,86.0,1,55.15,0,0,0,1,0
1,0,0,0,26,0,0,1,1,1,0,0,0,1,1,44.65,0,42.83518518518518,0,0,0,0,0
1,0,1,1,29,1,0,1,1,0,0,0,0,1,1,60.2,0,61.138333333333335,0,0,0,0,1
0,1,1,0,35,1,1,1,1,1,0,1,1,0,1,100.5,1,101.48194444444444,0,0,0,0,0
1,0,0,0,27,1,0,1,1,1,0,0,0,0,0,55.45,0,52.77321428571429,1,0,0,0,0
1,0,1,1,24,1,0,1,1,1,0,1,0,1,1,70.3,0,68.258,0,0,1,0,0
1,0,1,1,67,1,0,1,1,0,1,1,0,0,1,60.4,0,58.14264705882353,0,1,0,0,0
0,0,0,0,16,1,1,1,0,0,0,0,0,0,0,72.65,1,70.25294117647059,0,0,0,1,0
0,0,0,0,23,1,0,1,0,1,1,0,0,0,0,55.8,0,55.32708333333333,1,0,0,0,0
1,0,0,0,14,0,0,1,0,1,0,0,0,0,1,31.1,0,27.98,0,0,0,0,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,21.0,1,10.5,0,0,0,1,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,45.1,1,22.55,0,0,0,0,1
1,1,0,0,4,0,0,1,0,1,0,0,1,1,1,50.95,0,41.47,0,0,1,0,0
1,0,0,1,16,1,1,1,1,1,0,0,0,1,1,69.1,0,63.747058823529414,0,0,0,1,0
0,0,1,0,46,0,0,1,0,0,0,0,1,1,1,43.95,0,42.72021276595744,0,0,0,1,0
1,0,0,1,68,1,1,1,1,1,0,1,1,1,1,86.5,0,85.2572463768116,0,1,0,0,0
1,0,0,0,38,1,1,1,1,1,1,1,0,0,0,69.95,0,68.1423076923077,0,0,0,1,0
1,1,1,0,30,1,0,1,0,1,0,0,0,0,1,50.4,1,49.274193548387096,0,0,0,0,0
0,1,0,0,5,1,0,1,0,0,0,0,0,1,0,78.95,1,63.06666666666666,0,0,0,1,0
1,0,0,0,17,1,0,1,0,1,1,0,0,1,1,90.95,0,89.56666666666666,0,0,1,0,0
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,19.9,0,15.330000000000002,0,1,0,0,1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,20.15,0,20.053846153846152,1,0,0,1,0
1,0,1,1,72,1,1,1,1,1,1,1,1,1,1,90.6,0,88.24452054794521,0,1,1,0,0
1,0,0,0,3,1,0,1,0,0,0,0,1,1,1,92.0,0,66.7,0,0,0,1,0
1,0,0,0,56,1,1,1,0,1,0,1,0,1,1,94.45,1,89.90526315789474,0,0,0,1,0
0,0,0,0,41,1,1,0,0,0,0,0,0,0,1,24.85,0,22.910714285714285,1,0,0,0,1
1,0,0,0,40,0,0,1,0,1,0,1,0,0,0,36.0,0,33.72926829268293,1,0,1,0,0
0,0,0,0,7,1,0,1,1,1,0,1,1,1,1,78.5,0,71.38125,0,0,0,1,0
1,0,0,0,69,1,0,0,0,0,0,0,0,0,0,19.95,0,19.990714285714283,0,1,1,0,0
1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,20.65,0,18.75,1,0,0,0,1
0,0,1,1,5,0,0,1,0,1,0,0,0,0,1,30.5,0,27.866666666666664,0,0,0,1,0
0,0,1,1,72,1,1,1,1,1,1,1,1,0,0,106.1,0,104.8958904109589,0,1,1,0,0
1,0,1,1,44,1,0,0,0,0,0,0,0,0,1,20.5,0,19.223333333333333,1,0,0,0,0
0,0,0,0,65,1,1,1,0,1,1,0,1,0,1,95.5,0,93.24015151515152,1,0,0,1,0
0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,64.6,0,43.55,0,0,0,1,0
1,0,0,0,24,1,0,1,0,0,0,1,0,0,1,51.1,0,50.784,0,0,1,0,0
0,0,0,0,44,1,1,1,0,1,1,0,0,0,1,84.8,1,85.83444444444444,0,0,0,0,0
0,1,1,0,72,1,1,1,1,1,1,1,1,1,0,89.1,0,87.01917808219177,0,1,1,0,0
1,0,0,0,24,1,0,1,1,0,0,1,0,0,0,54.95,0,53.94,0,0,0,1,0
1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,50.9,1,25.45,0,0,0,0,1
1,0,1,0,22,1,0,0,0,0,0,0,0,0,1,20.45,0,20.502173913043478,0,0,0,0,0
1,0,1,1,70,1,1,1,0,1,1,1,1,1,1,85.95,0,83.54577464788733,0,1,1,0,0
1,0,1,1,25,1,1,1,0,0,0,0,1,0,0,60.35,0,54.025000000000006,0,0,0,1,0
1,0,1,1,37,1,0,0,0,0,0,0,0,0,0,19.8,0,19.107894736842105,0,1,0,0,0
0,1,1,1,22,1,1,1,0,0,0,0,1,0,0,85.35,0,85.28695652173913,0,0,0,0,0
0,0,1,1,59,1,1,1,0,0,1,1,1,0,1,72.1,0,69.91416666666667,0,1,0,0,0
1,0,1,1,49,1,1,1,0,0,1,0,1,1,1,99.8,1,97.449,0,0,0,1,0
1,0,1,1,47,1,1,1,0,0,1,1,1,1,1,107.35,1,106.64479166666666,0,0,0,0,0
0,0,1,1,31,1,0,0,0,0,0,0,0,0,1,19.55,1,20.5921875,0,0,0,0,1
1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,81.05,0,40.525,0,0,0,1,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,20.5,0,19.2375,0,0,0,1,0
0,0,1,0,53,1,1,1,0,1,1,1,1,1,1,111.8,0,107.58796296296296,1,0,0,0,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.2,0,10.1,0,0,0,0,1
1,0,0,0,20,1,0,0,0,0,0,0,0,0,1,19.7,0,19.804761904761904,1,0,0,0,1
0,0,0,0,3,1,0,1,1,1,0,0,0,0,1,79.1,1,61.625,0,0,0,1,0
0,0,0,0,51,1,0,0,0,0,0,0,0,0,1,19.85,0,19.172115384615385,1,0,0,0,0
0,0,1,0,51,1,0,1,1,1,0,1,0,0,1,60.5,0,60.48365384615385,1,0,0,0,0
0,0,1,1,13,1,0,0,0,0,0,0,0,0,0,19.55,0,18.95,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20.9,0,10.45,0,0,0,0,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,21.05,0,10.525,0,0,0,0,1
1,0,0,0,63,1,1,1,1,1,1,1,0,0,0,71.5,0,71.5046875,1,0,0,1,0
1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,54.65,0,47.275,0,0,0,0,1
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,19.2,0,19.322340425531916,0,1,1,0,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,49.8,0,24.9,0,0,1,0,0
1,0,0,1,8,0,0,1,0,0,0,0,0,0,0,25.5,1,23.91111111111111,0,0,0,0,1
0,0,1,1,71,1,0,0,0,0,0,0,0,0,0,20.5,0,20.84652777777778,0,1,0,0,0
1,0,1,1,55,1,1,1,0,0,1,0,1,0,1,90.4,0,91.05624999999999,0,0,1,0,0
0,0,0,0,70,1,1,1,0,1,1,1,0,0,1,90.25,0,89.94295774647887,1,0,0,0,0
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,80.75,1,53.15,0,0,0,1,0
1,0,1,1,67,1,1,1,1,0,0,1,1,1,0,104.6,0,101.26102941176471,0,1,0,0,0
1,0,1,0,65,1,1,1,0,1,0,0,1,0,1,91.85,1,90.01287878787879,0,0,0,0,0
1,0,1,0,14,1,0,1,0,0,1,0,0,0,0,50.2,0,44.59,0,0,1,0,0
0,0,1,1,20,1,1,1,0,0,1,1,0,1,1,95.5,0,91.24761904761905,0,0,0,0,0
1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,75.35,1,37.675,0,0,0,1,0
1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,75.45,1,37.725,0,0,0,1,0
0,0,1,1,49,1,1,1,0,0,0,0,1,1,1,95.4,0,92.279,0,0,0,0,0
0,0,0,0,72,1,1,1,1,1,1,0,1,0,1,101.3,0,99.46917808219177,0,1,0,0,0
0,0,1,0,46,1,1,1,1,0,0,0,0,0,0,53.1,0,52.336170212765964,0,0,0,1,0
1,0,0,0,24,1,1,1,0,1,1,0,0,0,1,84.85,0,81.95200000000001,0,0,0,0,0
0,0,1,1,5,0,0,1,0,1,0,1,0,0,0,34.25,0,27.258333333333336,0,0,0,1,0
0,0,1,1,33,1,1,1,0,1,1,1,0,0,0,88.6,0,84.96176470588235,0,0,1,0,0
0,0,0,0,42,1,1,1,1,1,0,0,0,0,1,60.15,0,56.31627906976744,1,0,0,0,0
1,0,0,0,23,1,0,1,1,0,1,0,1,1,1,99.95,0,95.53125,1,0,1,0,0
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,70.7,0,61.48888888888889,0,0,0,0,0
1,0,0,0,66,1,0,1,1,1,0,0,0,0,1,54.8,0,51.72686567164179,1,0,0,0,1
1,0,0,0,24,1,0,1,1,0,0,0,0,0,1,49.55,1,48.416000000000004,0,0,0,0,0
1,1,0,0,24,1,1,1,0,1,0,0,0,0,0,54.8,0,51.652,0,0,1,0,0
1,0,0,0,69,1,1,1,1,1,1,1,0,1,1,78.6,1,76.52071428571428,1,0,1,0,0
0,0,0,0,53,1,0,1,0,1,1,0,1,1,1,100.3,0,96.31111111111112,1,0,0,0,1
0,0,0,0,60,0,0,1,1,0,1,0,1,1,0,53.6,0,53.06639344262295,0,1,0,1,0
0,0,1,0,7,1,0,1,0,0,0,0,1,0,1,81.1,1,72.08125,0,0,0,1,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,1,19.35,0,20.654761904761905,1,0,1,0,0
0,0,1,1,23,1,1,1,0,0,0,0,0,1,0,85.6,0,77.85000000000001,0,0,0,1,0
1,0,1,1,72,1,0,1,1,0,1,1,1,1,1,80.8,0,78.47328767123288,0,1,0,1,0
1,0,1,0,11,1,1,1,0,0,0,0,0,0,1,74.95,1,68.80833333333334,0,0,0,1,0
1,0,0,0,21,1,0,0,0,0,0,0,0,0,0,19.6,0,17.745454545454546,0,1,0,0,1
1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,93.55,1,46.775,0,0,0,1,0
1,1,0,0,31,1,1,1,0,1,0,0,1,0,1,90.7,0,88.9109375,0,0,0,1,0
0,0,0,0,57,1,0,1,0,1,1,1,1,0,0,69.75,0,67.1448275862069,0,1,0,0,1
0,0,1,1,45,1,0,0,0,0,0,0,0,0,1,20.0,0,19.269565217391303,0,1,0,0,0
1,0,0,0,10,1,1,1,0,1,1,0,0,1,1,95.25,0,92.86818181818181,0,0,0,1,0
0,0,1,0,58,1,1,1,0,0,1,1,1,1,1,102.1,1,99.75254237288135,0,0,1,0,0
1,0,0,1,14,1,0,0,0,0,0,0,0,0,0,19.95,0,17.89333333333333,0,0,0,0,1
1,0,1,0,27,1,1,1,1,0,0,1,1,1,0,80.85,0,78.72678571428571,1,0,0,0,1
0,0,1,1,14,1,1,1,0,1,0,0,0,1,1,90.9,1,83.93333333333334,0,0,0,0,0
0,0,1,1,12,0,0,1,0,1,0,0,0,0,0,29.2,1,23.77692307692308,0,0,0,0,1
0,0,1,1,69,1,1,1,0,1,0,1,0,1,1,93.3,0,91.40071428571429,0,1,0,0,0
0,0,1,1,25,1,0,1,0,1,1,0,1,0,1,89.15,1,86.83653846153847,0,0,0,0,0
1,1,1,0,58,1,1,1,1,1,1,0,1,1,1,108.85,1,106.5635593220339,1,0,0,1,0
0,0,1,1,35,0,0,1,1,0,0,1,1,0,1,46.35,0,46.168055555555554,0,1,1,0,0
0,1,0,0,16,1,1,1,0,0,0,0,1,0,1,84.75,1,79.42058823529412,0,0,0,1,0
1,0,1,1,45,1,1,1,0,1,1,0,1,1,0,78.75,0,78.275,1,0,1,0,0
0,0,0,0,17,1,0,1,0,1,0,0,1,0,1,83.55,0,73.84166666666667,0,0,0,1,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,45.7,1,22.85,0,0,0,1,0
1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,19.6,0,18.369565217391305,1,0,0,0,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,69.95,1,34.975,0,0,0,1,0
1,0,1,1,67,1,0,1,1,0,1,1,0,1,0,67.85,0,68.05367647058823,0,1,0,0,1
0,0,1,1,67,1,1,1,0,0,1,1,1,1,1,105.65,0,98.79264705882352,0,1,0,0,0
0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,44.6,1,32.36666666666667,0,0,0,1,0
1,0,0,0,23,1,1,1,0,0,0,0,0,0,1,74.95,1,71.26875,0,0,0,1,0
0,1,0,0,9,1,0,1,0,0,1,0,0,0,0,75.5,0,63.739999999999995,0,0,1,0,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,20.15,0,19.658333333333335,0,0,0,0,1
1,0,0,0,54,0,0,1,1,0,0,1,1,0,0,45.2,0,44.73727272727273,0,1,1,0,0
0,0,0,0,57,1,0,1,0,0,1,0,1,1,1,95.25,1,94.21810344827585,0,1,0,1,0
1,0,0,0,24,1,1,1,0,0,1,0,1,0,1,89.85,1,86.602,0,0,0,0,1
0,0,1,1,49,1,1,1,0,1,0,0,1,1,0,100.45,1,98.836,1,0,0,0,1
1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,47.15,1,37.19166666666667,0,0,0,1,0
1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,80.2,1,60.36666666666667,0,0,0,1,0
0,0,0,1,4,1,1,1,0,0,1,1,0,0,1,87.1,1,68.28999999999999,0,0,0,0,1
1,0,1,1,70,1,1,1,1,1,1,1,1,0,1,79.25,0,80.73028169014086,0,1,0,0,0
1,0,0,0,5,1,1,1,0,0,0,0,0,0,1,75.9,1,59.625,0,0,0,0,0
1,0,1,1,53,1,1,1,1,0,1,1,1,1,0,85.7,0,85.48333333333333,0,0,0,1,0
0,0,1,0,47,1,1,1,1,1,1,0,1,0,1,98.75,1,94.45208333333333,0,0,0,1,0
0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,20.1,0,18.4140625,1,0,1,0,0
1,0,1,1,13,1,0,1,0,1,1,1,0,0,0,61.8,0,53.57857142857143,0,0,0,0,0
0,0,1,1,28,1,1,1,0,0,0,0,0,0,0,49.9,0,48.62931034482759,0,0,0,0,1
0,0,0,0,10,1,1,1,0,0,0,0,0,1,0,86.45,1,75.53181818181818,0,0,0,1,0
1,0,1,0,38,1,0,0,0,0,0,0,0,0,0,20.4,0,19.064102564102566,0,1,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,45.3,1,22.65,0,0,0,0,1
1,0,1,0,67,1,1,1,0,1,1,0,1,1,0,104.1,1,103.54191176470589,1,0,0,1,0
1,0,1,0,52,1,0,1,1,1,0,0,1,1,1,75.4,0,72.93301886792453,1,0,0,0,1
1,0,1,1,62,1,0,1,1,1,1,1,1,1,0,108.15,0,108.34365079365078,0,1,0,0,1
0,0,0,0,16,1,0,1,0,1,0,0,0,1,1,86.25,0,78.82941176470588,0,0,0,1,0
0,1,1,0,5,1,1,1,0,1,0,0,0,0,1,81.0,1,61.94166666666666,0,0,0,1,0
1,0,0,0,12,1,0,1,0,0,1,0,1,1,0,95.7,0,91.07692307692308,1,0,0,1,0
0,0,1,1,72,1,1,1,1,1,1,1,1,1,1,116.85,0,116.13287671232878,0,1,0,0,0
1,1,0,0,71,1,1,1,0,1,0,1,1,1,0,105.75,0,102.53958333333334,1,0,0,0,0
0,0,1,0,24,1,0,0,0,0,0,0,0,0,0,20.15,0,18.274,1,0,0,0,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,19.6,0,20.725,0,1,0,0,1
1,0,1,0,67,1,0,1,1,1,0,0,0,1,1,90.6,1,89.06102941176471,1,0,1,0,0
1,0,0,1,2,1,1,1,1,1,0,0,0,0,0,60.95,0,44.86666666666667,0,0,0,0,0
0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,25.05,0,20.916666666666668,0,0,0,0,1
0,0,1,0,15,1,0,1,0,0,0,0,1,1,0,88.15,1,86.9125,0,0,0,1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.2,1,10.1,0,0,0,0,1
1,0,1,1,41,1,0,1,1,1,1,0,0,0,1,60.3,0,59.792857142857144,1,0,0,0,0
0,0,0,1,43,1,0,1,1,1,0,0,0,1,1,63.95,0,62.20568181818182,0,0,0,1,0
1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,74.3,0,37.15,0,0,0,1,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,70.6,0,35.3,0,0,0,0,1
0,0,1,1,26,1,0,1,0,0,0,0,1,1,1,90.8,1,87.47407407407408,0,0,0,1,0
1,0,0,0,22,1,1,1,0,1,0,0,0,0,1,79.35,1,75.23260869565217,0,0,0,1,0
1,0,1,0,71,1,1,1,1,1,1,1,1,1,0,90.55,0,88.94444444444444,0,1,0,0,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,19.45,0,20.66875,0,1,0,0,1
0,1,0,0,28,1,1,1,0,1,1,1,0,0,0,64.45,0,64.39999999999999,0,0,0,0,0
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,69.65,0,61.370588235294115,0,0,0,1,0
1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,19.5,0,16.075,1,0,0,0,1
0,0,0,0,69,1,1,1,0,1,1,1,1,1,1,110.5,0,106.50642857142857,0,1,0,0,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,24.7,0,12.35,0,0,0,0,1
1,0,0,0,3,1,0,1,1,0,1,0,1,1,1,77.4,0,51.5375,0,0,0,1,0
1,1,0,0,21,1,0,1,0,0,1,0,1,1,1,96.8,1,92.28636363636363,0,0,0,0,0
0,0,1,0,69,1,1,1,0,1,1,0,0,0,1,85.4,0,83.84857142857142,0,0,0,0,0
0,0,1,0,71,0,0,1,1,1,1,1,0,0,1,47.6,0,46.91388888888889,0,1,0,0,0
0,0,1,1,69,1,0,0,0,0,0,0,0,0,0,19.4,0,19.231428571428573,0,1,0,0,1
0,0,0,0,48,1,1,1,0,0,1,1,1,1,1,103.85,0,100.93979591836735,0,0,0,1,0
1,0,1,0,47,1,1,1,0,1,1,0,0,0,1,83.35,1,84.6875,0,0,0,0,0
0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,49.4,1,35.516666666666666,0,0,0,1,0
1,0,0,0,45,1,1,1,1,0,1,1,1,1,1,108.45,0,107.92826086956521,0,0,1,0,0
1,0,0,0,51,1,1,1,0,1,0,0,0,0,0,81.0,0,78.57211538461539,0,0,0,0,0
0,0,1,0,22,1,1,1,1,0,0,1,1,1,1,79.2,1,75.77173913043478,0,0,0,1,0
1,0,0,0,72,1,1,1,1,1,1,1,1,1,0,86.65,0,85.27123287671233,0,1,0,0,0
1,0,1,1,37,1,1,1,0,1,1,0,1,0,1,92.95,0,89.875,0,0,0,1,0
1,0,1,1,71,1,1,1,1,1,1,1,1,1,0,90.35,0,87.85069444444444,0,1,0,1,0
1,0,1,1,7,1,0,1,0,0,1,0,0,0,0,48.7,1,42.53125,0,0,0,1,0
0,0,0,0,66,1,1,0,0,0,0,0,0,0,1,25.15,0,25.128358208955223,0,1,1,0,0
1,0,1,1,51,1,0,1,1,0,0,1,1,1,1,76.4,0,76.275,1,0,0,0,0
0,0,1,1,30,1,0,0,0,0,0,0,0,0,0,19.55,0,19.629032258064516,1,0,0,0,0
0,0,0,0,34,1,1,1,0,0,0,0,1,0,0,85.35,0,82.75999999999999,0,0,0,1,0
1,0,1,1,64,1,1,0,0,0,0,0,0,0,1,24.8,0,23.305384615384614,0,1,0,0,1
1,1,1,0,65,1,1,1,0,1,1,0,1,1,1,103.15,0,102.91590909090908,1,0,0,0,0
1,0,0,0,47,1,1,1,1,1,0,1,1,0,0,100.75,0,97.27499999999999,0,0,0,0,1
0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,95.6,1,47.8,0,0,0,1,0
0,0,0,0,49,1,1,1,1,1,0,0,0,0,1,59.75,1,58.68600000000001,0,0,1,0,0
0,0,1,1,67,1,1,1,0,1,0,1,1,0,0,94.1,0,92.68823529411765,0,1,1,0,0
1,0,0,1,39,1,0,0,0,0,0,0,0,0,0,19.35,0,19.48,1,0,0,0,0
1,0,0,0,14,1,0,0,0,0,0,0,0,0,0,19.9,0,18.916666666666668,0,0,0,0,1
0,1,0,0,43,1,0,1,1,1,0,1,1,1,1,108.15,1,104.56136363636364,0,0,1,0,0
1,1,0,0,56,1,1,1,0,0,1,0,1,1,1,101.05,0,98.14035087719299,0,0,0,1,0
0,0,0,0,14,1,0,1,0,0,0,1,0,1,0,59.1,0,51.52333333333333,1,0,1,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,71.35,1,35.675,0,0,0,1,0
1,0,1,1,16,1,0,1,1,1,0,0,0,0,1,55.85,0,50.45882352941176,1,0,0,0,1
1,0,1,1,70,1,1,1,1,1,0,0,1,1,1,106.05,0,106.39507042253521,0,0,0,1,0
1,1,1,0,72,1,1,1,1,1,1,0,1,1,1,84.1,0,81.94041095890411,0,1,1,0,0
0,0,1,1,23,1,0,1,0,0,1,0,0,0,1,75.3,0,70.95416666666667,0,0,1,0,0
1,0,0,1,21,1,1,0,0,0,0,0,0,0,0,24.7,0,21.23409090909091,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,20.15,1,10.075,0,0,0,0,1
1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,69.75,1,34.875,0,0,0,0,0
0,1,1,0,32,1,1,1,0,0,0,0,1,1,1,93.2,1,88.81818181818181,0,0,0,1,0
1,0,1,1,17,1,0,1,0,0,0,0,1,0,0,80.85,1,77.82499999999999,0,0,0,1,0
0,0,0,0,4,0,0,1,1,1,0,0,0,0,1,33.65,1,27.57,0,0,0,1,0
0,0,0,0,36,1,1,1,0,0,1,0,0,0,0,55.8,0,52.472972972972975,1,0,0,1,0
0,0,0,0,50,0,0,1,0,1,1,1,0,0,0,39.7,0,37.89705882352941,0,1,1,0,0
0,0,1,1,48,0,0,1,0,0,0,1,0,0,1,29.5,0,29.041836734693877,0,0,1,0,0
0,0,0,1,50,1,0,0,0,0,0,0,0,0,0,20.15,0,19.03627450980392,0,1,1,0,0
1,0,1,0,72,1,1,1,1,1,1,1,0,1,0,79.55,0,79.60136986301369,0,1,1,0,0
1,0,0,1,10,1,1,0,0,0,0,0,0,0,0,24.8,0,20.354545454545455,0,0,1,0,0
0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,19.65,0,20.61578947368421,0,0,0,0,1
1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,79.95,1,39.975,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.3,1,9.65,0,0,0,1,0
1,0,0,0,9,1,0,1,0,0,1,0,1,1,1,94.05,0,81.16499999999999,0,0,0,1,0
1,0,0,0,2,1,1,1,1,0,0,0,0,1,0,90.75,0,58.25,0,0,0,0,1
0,0,1,0,40,1,1,1,0,0,0,1,0,0,1,78.85,0,76.26463414634146,0,0,1,0,0
1,0,1,0,69,1,1,1,0,0,1,0,1,1,0,99.5,0,97.735,1,0,0,0,0
0,0,1,0,37,1,1,1,1,0,1,1,0,1,1,99.2,1,98.80526315789473,1,0,0,1,0
1,0,0,1,18,1,1,1,0,0,1,0,0,0,1,80.55,0,74.03421052631579,0,0,1,0,0
1,1,1,0,11,1,0,1,0,0,0,0,0,0,1,70.2,0,69.55833333333334,0,0,0,1,0
0,0,1,0,8,1,1,1,0,0,0,0,0,1,1,85.2,1,69.71111111111111,0,0,1,0,0
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,75.25,1,60.5,0,0,0,1,0
1,0,1,1,55,1,0,1,1,0,0,0,0,1,0,59.45,0,56.375,1,0,1,0,0
1,0,1,0,33,1,1,1,0,1,1,0,0,1,1,93.35,0,90.94117647058823,0,0,0,1,0
0,0,0,0,46,1,0,1,0,0,0,0,0,0,0,44.95,0,46.1468085106383,0,0,0,0,0
1,0,0,0,34,1,1,0,0,0,0,0,0,0,0,26.1,0,28.01,0,1,0,0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,20.2,0,16.4875,0,0,0,1,0
